# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:35:08 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_rotperr1:    Stellar Rotational Period [days] Upper Unc.
# COLUMN st_rotperr2:    Stellar Rotational Period [days] Lower Unc.
# COLUMN st_rotplim:     Stellar Rotational Period Limit Flag
#
pl_name	hostname	st_teff	st_tefferr1	st_tefferr2	st_tefflim	st_rad	st_raderr1	st_raderr2	st_mass	st_masserr1	st_masserr2	st_masslim	st_rotp	st_rotperr1	st_rotperr2	st_rotplim
Kepler-538 b	Kepler-538	5547.00	50.00	-50.00	0	0.87	0.01	-0.01	0.89	0.05	-0.04	0	25.20	6.50	-1.20	0
Kepler-538 b	Kepler-538	5499.00	94.30	-109.23	0	0.90	0.05	-0.04	0.96	0.13	-0.10	0				
Kepler-538 b	Kepler-538	5498.00	110.00	-110.00	0	0.86	0.04	-0.03								
Kepler-538 b	Kepler-538	5564.00	109.00	-104.00	0	0.85	0.14	-0.04	0.88	0.06	-0.06	0				
Kepler-538 b	Kepler-538	5564.00	109.00	-104.00	0	0.85	0.14	-0.04	0.88	0.06	-0.06	0				
Kepler-538 b	Kepler-538	5499.00	94.30	-109.23	0	0.90	0.05	-0.04	0.96	0.13	-0.10	0				
Kepler-538 b	Kepler-538	5499.00	94.30	-109.23	0	0.90	0.05	-0.04	0.96	0.13	-0.10	0				
Kepler-538 b	Kepler-538	5564.00	109.00	-104.00	0	0.85	0.14	-0.04	0.88	0.06	-0.06	0				
Kepler-538 b	Kepler-538	5451.00	44.00	-44.00	0	0.87	0.05	-0.05	0.85	0.02	-0.02	0				
Kepler-538 b	Kepler-538	5559.00	110.00	-110.00	0	0.87	0.10	-0.06	0.88	0.06	-0.06	0				
Kepler-539 b	Kepler-539	5838.00	116.00	-118.00	0	0.90	0.13	-0.04	0.99	0.05	-0.07	0				
Kepler-539 b	Kepler-539	5829.00	78.86	-64.98	0	0.93	0.04	-0.03	1.00	0.04	-0.04	0				
Kepler-539 b	Kepler-539	5872.00	44.00	-44.00	0	0.97	0.03	-0.03	1.05	0.02	-0.02	0				
Kepler-539 b	Kepler-539	5672.02	178.96	-102.29	0	0.97	0.04	-0.07	1.01	0.14	-0.11	0				
Kepler-539 b	Kepler-539	5838.00	116.00	-118.00	0	0.90	0.13	-0.04	0.99	0.05	-0.07	0				
Kepler-539 b	Kepler-539	5672.02	178.96	-102.29	0	0.97	0.04	-0.07	1.01	0.14	-0.11	0				
Kepler-539 b	Kepler-539	5816.00	116.00	-116.00	0	0.92	0.04	-0.04								
Kepler-539 b	Kepler-539	5819.00	69.00	-87.00	0	1.11	0.16	-0.15	0.97	0.07	-0.05	0				
Kepler-539 b	Kepler-539	5672.02	178.96	-102.29	0	0.97	0.04	-0.07	1.01	0.14	-0.11	0				
Kepler-539 b	Kepler-539	5820.00	80.00	-80.00	0	0.95	0.02	-0.02	1.05	0.04	-0.04	0	11.77	0.02	-0.02	0
Kepler-539 b	Kepler-539	5838.00	116.00	-118.00	0	0.90	0.13	-0.04	0.99	0.05	-0.07	0				
Kepler-539 c	Kepler-539	5820.00	80.00	-80.00	0	0.95	0.02	-0.02	1.05	0.04	-0.04	0	11.77	0.02	-0.02	0
Kepler-54 b	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 b	Kepler-54	3713.00	74.00	-92.00	0	0.47	0.04	-0.05	0.48	0.04	-0.05	0				
Kepler-54 b	Kepler-54	3855.00	200.00	-200.00	0	0.50	0.02	-0.02	0.51	0.03	-0.03	0				
Kepler-54 b	Kepler-54	3705.00			0	0.50			0.51			0				
Kepler-54 b	Kepler-54	3579.00	66.00	-74.00	0	0.33	0.06	-0.07	0.35	0.08	-0.07	0				
Kepler-54 b	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 b	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 b	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 b	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 b	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 b	Kepler-54					0.53			0.56			0				
Kepler-54 b	Kepler-54	3712.00	74.00	-74.00	0	0.53	0.01	-0.01								
Kepler-54 b	Kepler-54	3760.00	46.47	-43.03	0	0.46	0.03	-0.03	0.48	0.03	-0.03	0				
Kepler-54 b	Kepler-54	3797.00	58.00	-58.00	0	0.53	0.04	-0.04	0.56	0.06	-0.06	0				
Kepler-54 c	Kepler-54	3760.00	46.47	-43.03	0	0.46	0.03	-0.03	0.48	0.03	-0.03	0				
Kepler-54 c	Kepler-54	3579.00	66.00	-74.00	0	0.33	0.06	-0.07	0.35	0.08	-0.07	0				
Kepler-54 c	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 c	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 c	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 c	Kepler-54	3855.00	200.00	-200.00	0	0.50	0.02	-0.02	0.51	0.03	-0.03	0				
Kepler-54 c	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 c	Kepler-54					0.53			0.56			0				
Kepler-54 c	Kepler-54	3797.00	58.00	-58.00	0	0.53	0.04	-0.04	0.56	0.06	-0.06	0				
Kepler-54 c	Kepler-54	3713.00	74.00	-92.00	0	0.47	0.04	-0.05	0.48	0.04	-0.05	0				
Kepler-54 c	Kepler-54	3705.00			0	0.50			0.51			0				
Kepler-54 c	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 c	Kepler-54	3712.00	74.00	-74.00	0	0.53	0.01	-0.01								
Kepler-54 d	Kepler-54	3712.00	74.00	-74.00	0	0.53	0.01	-0.01								
Kepler-54 d	Kepler-54	3855.00	200.00	-200.00	0	0.50	0.02	-0.02	0.51	0.03	-0.03	0				
Kepler-54 d	Kepler-54	4252.00	100.00	-100.00	0	0.55	0.02	-0.02								
Kepler-54 d	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 d	Kepler-54	3797.00	58.00	-58.00	0	0.53	0.04	-0.04	0.56	0.06	-0.06	0				
Kepler-54 d	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-54 d	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 d	Kepler-54	3713.00	74.00	-92.00	0	0.47	0.04	-0.05	0.48	0.04	-0.05	0				
Kepler-54 d	Kepler-54	3760.00	46.47	-43.03	0	0.46	0.03	-0.03	0.48	0.03	-0.03	0				
Kepler-54 d	Kepler-54	3579.00	66.00	-74.00	0	0.33	0.06	-0.07	0.35	0.08	-0.07	0				
Kepler-54 d	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 d	Kepler-54	3726.00	69.00	-71.00	0	0.47	0.06	-0.06	0.49	0.06	-0.06	0				
Kepler-54 d	Kepler-54	3768.00	157.00	-157.00	0	0.53	0.02	-0.02	0.52	0.02	-0.02	0				
Kepler-540 b	Kepler-540	5851.00	105.00	-117.00	0	1.12	0.17	-0.17	0.91	0.07	-0.06	0				
Kepler-540 b	Kepler-540	5946.00	77.07	-63.84	0	1.08	0.15	-0.10	1.02	0.06	-0.05	0				
Kepler-540 b	Kepler-540	5839.00	105.00	-105.00	0	1.25	0.18	-0.19	0.90	0.07	-0.06	0				
Kepler-540 b	Kepler-540	5839.00	105.00	-105.00	0	1.25	0.18	-0.19	0.90	0.07	-0.06	0				
Kepler-540 b	Kepler-540	5839.00	105.00	-105.00	0	1.25	0.18	-0.19	0.90	0.07	-0.06	0				
Kepler-540 b	Kepler-540	5811.26	158.27	-133.90	0	1.25	0.08	-0.06	1.04	0.14	-0.11	0				
Kepler-540 b	Kepler-540	5842.00	117.00	-117.00	0	1.22	0.05	-0.05								
Kepler-540 b	Kepler-540	5811.26	158.27	-133.90	0	1.25	0.08	-0.06	1.04	0.14	-0.11	0				
Kepler-540 b	Kepler-540	5811.26	158.27	-133.90	0	1.25	0.08	-0.06	1.04	0.14	-0.11	0				
Kepler-540 b	Kepler-540	5833.00	50.00	-50.00	0	1.21	0.15	-0.15	0.94	0.05	-0.05	0				
Kepler-541 b	Kepler-541	6089.00	170.00	-210.00	0	1.19	0.57	-0.20	1.02	0.22	-0.12	0				
Kepler-541 b	Kepler-541	6089.00	170.00	-210.00	0	1.19	0.57	-0.20	1.02	0.22	-0.12	0				
Kepler-541 b	Kepler-541	6178.00	124.00	-124.00	0	2.14	0.10	-0.09								
Kepler-541 b	Kepler-541	6074.00	133.00	-133.00	0	1.21	0.55	-0.55	1.04	0.15	-0.15	0				
Kepler-541 b	Kepler-541	6166.00	102.75	-99.75	0	2.06	0.32	-0.33	1.41	0.12	-0.16	0				
Kepler-541 b	Kepler-541	6079.73	152.60	-186.27	0	2.15	0.11	-0.17	1.14	0.17	-0.15	0				
Kepler-541 b	Kepler-541	6079.73	152.60	-186.27	0	2.15	0.11	-0.17	1.14	0.17	-0.15	0				
Kepler-541 b	Kepler-541	6079.73	152.60	-186.27	0	2.15	0.11	-0.17	1.14	0.17	-0.15	0				
Kepler-541 b	Kepler-541	6049.00	132.00	-120.00	0	2.52	0.38	-0.70	1.36	0.14	-0.23	0				
Kepler-541 b	Kepler-541	6089.00	170.00	-210.00	0	1.19	0.57	-0.20	1.02	0.22	-0.12	0				
Kepler-542 b	Kepler-542	5696.00	155.00	-151.00	0	1.00	0.38	-0.12	0.95	0.12	-0.08	0				
Kepler-542 b	Kepler-542	5476.00	110.00	-110.00	0	0.91	0.04	-0.04								
Kepler-542 b	Kepler-542	5380.12	104.74	-124.74	0	1.00	0.05	-0.05	0.93	0.12	-0.11	0				
Kepler-542 b	Kepler-542	5696.00	155.00	-151.00	0	1.00	0.38	-0.12	0.95	0.12	-0.08	0				
Kepler-542 b	Kepler-542	5696.00	155.00	-151.00	0	1.00	0.38	-0.12	0.95	0.12	-0.08	0				
Kepler-542 b	Kepler-542	5380.12	104.74	-124.74	0	1.00	0.05	-0.05	0.93	0.12	-0.11	0				
Kepler-542 b	Kepler-542	5639.00	86.00	-86.00	0	0.95	0.37	-0.37	0.89	0.06	-0.06	0				
Kepler-542 b	Kepler-542	5526.00	76.12	-59.55	0	0.90	0.06	-0.04	0.93	0.04	-0.04	0				
Kepler-542 b	Kepler-542	5380.12	104.74	-124.74	0	1.00	0.05	-0.05	0.93	0.12	-0.11	0				
Kepler-542 b	Kepler-542	5411.00	107.00	-107.00	0	0.89	0.09	-0.07	0.86	0.06	-0.04	0				
Kepler-543 b	Kepler-543	4538.00	92.00	-86.00	0	0.66	0.03	-0.03	0.65	0.04	-0.03	0				
Kepler-543 b	Kepler-543	4538.00	90.00	-90.00	0	0.66	0.03	-0.04	0.65	0.04	-0.03	0				
Kepler-543 b	Kepler-543	4702.00	120.47	-156.36	0	0.72	0.07	-0.04	0.75	0.10	-0.07	0				
Kepler-543 b	Kepler-543	4528.00	55.00	-55.00	0	0.60	0.02	-0.02	0.65	0.02	-0.02	0				
Kepler-543 b	Kepler-543	4538.00	92.00	-86.00	0	0.66	0.03	-0.03	0.65	0.04	-0.03	0				
Kepler-543 b	Kepler-543	4791.00	96.00	-96.00	0	0.68	0.03	-0.03								
Kepler-543 b	Kepler-543	4702.00	120.47	-156.36	0	0.72	0.07	-0.04	0.75	0.10	-0.07	0				
Kepler-543 b	Kepler-543	4702.00	120.47	-156.36	0	0.72	0.07	-0.04	0.75	0.10	-0.07	0				
Kepler-543 b	Kepler-543	4671.00	85.64	-76.72	0	0.67	0.03	-0.03	0.70	0.05	-0.04	0				
Kepler-543 b	Kepler-543	4538.00	92.00	-86.00	0	0.66	0.03	-0.03	0.65	0.04	-0.03	0				
Kepler-544 b	Kepler-544	6244.51	147.23	-147.23	0	1.57			1.21			0				
Kepler-544 b	Kepler-544	6156.00	123.00	-135.00	0	1.18	0.21	-0.13	1.08	0.10	-0.07	0				
Kepler-544 b	Kepler-544	6244.51	147.23	-147.23	0	1.57			1.21			0				
Kepler-544 b	Kepler-544	6269.00	93.00	-93.00	0	1.04	0.36	-0.36	1.12	0.09	-0.09	0				
Kepler-544 b	Kepler-544	6244.51	147.23	-147.23	0	1.57			1.21			0				
Kepler-544 b	Kepler-544	6343.00	129.00	-236.00	0	1.14	0.53	-0.13	1.21	0.22	-0.20	0				
Kepler-544 b	Kepler-544	6343.00	129.00	-236.00	0	1.14	0.53	-0.13	1.21	0.22	-0.20	0				
Kepler-544 b	Kepler-544	6206.00	68.10	-58.72	0	1.22	0.11	-0.08	1.16	0.04	-0.04	0				
Kepler-544 b	Kepler-544	6241.00	125.00	-125.00	0	1.49	0.07	-0.06								
Kepler-544 b	Kepler-544	6343.00	129.00	-236.00	0	1.14	0.53	-0.13	1.21	0.22	-0.20	0				
Kepler-545 b	Kepler-545	5936.00	159.00	-186.00	0	0.96	0.28	-0.09	1.07	0.11	-0.14	0				
Kepler-545 b	Kepler-545	5882.00	77.41	-64.41	0	1.07	0.12	-0.08	1.04	0.04	-0.04	0				
Kepler-545 b	Kepler-545	5863.00	122.00	-122.00	0	1.10			1.06			0				
Kepler-545 b	Kepler-545	5894.00	102.00	-102.00	0	0.90	0.21	-0.21	1.00	0.04	-0.04	0				
Kepler-545 b	Kepler-545	5936.00	159.00	-186.00	0	0.96	0.28	-0.09	1.07	0.11	-0.14	0				
Kepler-545 b	Kepler-545	5845.00	117.00	-117.00	0	1.07	0.05	-0.05								
Kepler-545 b	Kepler-545	5799.00	104.00	-116.00	0	1.08	0.16	-0.13	0.97	0.07	-0.06	0				
Kepler-545 b	Kepler-545	5863.00	122.00	-122.00	0	1.10			1.06			0				
Kepler-545 b	Kepler-545	5936.00	159.00	-186.00	0	0.96	0.28	-0.09	1.07	0.11	-0.14	0				
Kepler-545 b	Kepler-545	5863.00	122.00	-122.00	0	1.10			1.06			0				
Kepler-546 b	Kepler-546	5967.00	92.74	-130.13	0	1.15	0.32	-0.13	1.11	0.11	-0.07	0				
Kepler-546 b	Kepler-546	5818.00	158.00	-165.00	0	1.21	0.46	-0.23	0.98	0.17	-0.10	0				
Kepler-546 b	Kepler-546	5818.00	158.00	-165.00	0	1.21	0.46	-0.23	0.98	0.17	-0.10	0				
Kepler-546 b	Kepler-546	5822.00	204.00	-204.00	0	1.30	0.10	-0.09								
Kepler-546 b	Kepler-546	5694.00	122.00	-122.00	0	1.40			1.01			0				
Kepler-546 b	Kepler-546	5818.00	158.00	-165.00	0	1.21	0.46	-0.23	0.98	0.17	-0.10	0				
Kepler-546 b	Kepler-546	5694.00	122.00	-122.00	0	1.40			1.01			0				
Kepler-546 b	Kepler-546	5818.00	158.00	-176.00	0	1.21	0.33	-0.27	0.98	0.14	-0.10	0				
Kepler-546 b	Kepler-546	5781.00	95.00	-95.00	0	1.16	0.43	-0.43	0.93	0.11	-0.11	0				
Kepler-546 b	Kepler-546	5694.00	122.00	-122.00	0	1.40			1.01			0				
Kepler-547 b	Kepler-547	4882.00	147.00	-126.00	0	0.74	0.09	-0.07	0.72	0.10	-0.06	0				
Kepler-547 b	Kepler-547	4692.00	122.00	-122.00	0	0.80			0.75			0				
Kepler-547 b	Kepler-547	4882.00	131.00	-146.00	0	0.74	0.06	-0.07	0.72	0.08	-0.05	0				
Kepler-547 b	Kepler-547	4878.00	171.00	-171.00	0	0.76	0.06	-0.05								
Kepler-547 b	Kepler-547	4882.00	147.00	-126.00	0	0.74	0.09	-0.07	0.72	0.10	-0.06	0				
Kepler-547 b	Kepler-547	4828.00	40.10	-46.81	0	0.73	0.02	-0.04	0.78	0.03	-0.04	0				
Kepler-547 b	Kepler-547	4692.00	122.00	-122.00	0	0.80			0.75			0				
Kepler-547 b	Kepler-547	4692.00	122.00	-122.00	0	0.80			0.75			0				
Kepler-547 b	Kepler-547	4882.00	147.00	-126.00	0	0.74	0.09	-0.07	0.72	0.10	-0.06	0				
Kepler-547 b	Kepler-547	4860.00	65.00	-65.00	0	0.69	0.02	-0.02	0.70	0.02	-0.02	0				
Kepler-548 b	Kepler-548	5359.00	178.00	-148.00	0	0.92	0.54	-0.12	0.81	0.14	-0.06	0				
Kepler-548 b	Kepler-548	5321.00	92.00	-92.00	0	0.86	0.56	-0.56	0.80	0.11	-0.11	0				
Kepler-548 b	Kepler-548	5535.00	265.27	-230.38	0	0.90	0.16	-0.08	0.93	0.09	-0.07	0				
Kepler-548 b	Kepler-548	5349.00	187.00	-187.00	0	0.89	0.07	-0.06								
Kepler-548 b	Kepler-548	5359.00	175.00	-159.00	0	0.92	0.24	-0.14	0.81	0.11	-0.06	0				
Kepler-548 b	Kepler-548	5353.54	33.74	-33.74	0	0.92			0.93			0				
Kepler-548 b	Kepler-548	5359.00	178.00	-148.00	0	0.92	0.54	-0.12	0.81	0.14	-0.06	0				
Kepler-548 b	Kepler-548	5359.00	178.00	-148.00	0	0.92	0.54	-0.12	0.81	0.14	-0.06	0				
Kepler-548 b	Kepler-548	5353.54	33.74	-33.74	0	0.92			0.93			0				
Kepler-549 b	Kepler-549	5259.00	122.00	-122.00	0	0.85			0.90			0				
Kepler-549 b	Kepler-549								0.90	0.10	-0.03	0				
Kepler-549 b	Kepler-549	5259.00	122.00	-122.00	0	0.85			0.90			0				
Kepler-549 b	Kepler-549	5333.00	107.00	-107.00	0	0.83	0.04	-0.04								
Kepler-549 b	Kepler-549	5360.00	66.88	-72.90	0	0.84	0.07	-0.05	0.88	0.04	-0.05	0				
Kepler-549 b	Kepler-549	5259.00	122.00	-122.00	0	0.85			0.90			0				
Kepler-549 b	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 b	Kepler-549	5312.00	79.00	-79.00	0	0.99	0.11	-0.12	0.86	0.06	-0.03	0				
Kepler-549 b	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 b	Kepler-549	5461.00	83.00	-83.00	0	0.85	0.39	-0.39	0.85	0.06	-0.06	0				
Kepler-549 b	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 c	Kepler-549	5461.00	83.00	-83.00	0	0.85	0.39	-0.39	0.85	0.06	-0.06	0				
Kepler-549 c	Kepler-549	5259.00	122.00	-122.00	0	0.85			0.90			0				
Kepler-549 c	Kepler-549	5333.00	107.00	-107.00	0	0.83	0.04	-0.04								
Kepler-549 c	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 c	Kepler-549	5259.00	122.00	-122.00	0	0.85			0.90			0				
Kepler-549 c	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 c	Kepler-549	5467.00	172.00	-137.00	0	0.86	0.34	-0.09	0.84	0.11	-0.07	0				
Kepler-549 c	Kepler-549	5360.00	66.88	-72.90	0	0.84	0.07	-0.05	0.88	0.04	-0.05	0				
Kepler-549 c	Kepler-549	5312.00	79.00	-79.00	0	0.99	0.11	-0.12	0.86	0.06	-0.03	0				
Kepler-55 b	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 b	Kepler-55	4509.00	64.00	-64.00	0	0.60	0.01	-0.01	0.63	0.02	-0.02	0				
Kepler-55 b	Kepler-55	4500.00	90.00	-90.00	0	0.65	0.04	-0.02	0.71	0.03	-0.04	0				
Kepler-55 b	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 b	Kepler-55	4362.00			0	0.58			0.62			0				
Kepler-55 b	Kepler-55	4503.00	90.00	-90.00	0	0.68	0.03	-0.03								
Kepler-55 b	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 b	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 b	Kepler-55					0.66			0.65			0				
Kepler-55 b	Kepler-55	4508.00	42.21	-39.05	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-55 b	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 c	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 c	Kepler-55	4362.00			0	0.58			0.62			0				
Kepler-55 c	Kepler-55					0.66			0.65			0				
Kepler-55 c	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 c	Kepler-55	4503.00	90.00	-90.00	0	0.68	0.03	-0.03								
Kepler-55 c	Kepler-55	4509.00	64.00	-64.00	0	0.60	0.01	-0.01	0.63	0.02	-0.02	0				
Kepler-55 c	Kepler-55	4508.00	42.21	-39.05	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-55 c	Kepler-55	4500.00	90.00	-90.00	0	0.65	0.04	-0.02	0.71	0.03	-0.04	0				
Kepler-55 c	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 c	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 c	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 d	Kepler-55	4509.00	64.00	-64.00	0	0.60	0.01	-0.01	0.63	0.02	-0.02	0				
Kepler-55 d	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 d	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 d	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 d	Kepler-55	4508.00	42.21	-39.05	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-55 d	Kepler-55	4500.00	90.00	-90.00	0	0.65	0.04	-0.02	0.71	0.03	-0.04	0				
Kepler-55 d	Kepler-55	4503.00	100.00	-100.00	0	0.62	0.03	-0.03								
Kepler-55 d	Kepler-55	4503.00	90.00	-90.00	0	0.68	0.03	-0.03								
Kepler-55 d	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 d	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 e	Kepler-55	4503.00	100.00	-100.00	0	0.62	0.03	-0.03								
Kepler-55 e	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 e	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 e	Kepler-55	4503.00	90.00	-90.00	0	0.68	0.03	-0.03								
Kepler-55 e	Kepler-55	4509.00	64.00	-64.00	0	0.60	0.01	-0.01	0.63	0.02	-0.02	0				
Kepler-55 e	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 e	Kepler-55	4508.00	42.21	-39.05	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-55 e	Kepler-55	4500.00	90.00	-90.00	0	0.65	0.04	-0.02	0.71	0.03	-0.04	0				
Kepler-55 e	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 e	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 f	Kepler-55	4503.00	100.00	-100.00	0	0.62	0.03	-0.03								
Kepler-55 f	Kepler-55	4509.00	64.00	-64.00	0	0.60	0.01	-0.01	0.63	0.02	-0.02	0				
Kepler-55 f	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 f	Kepler-55	4508.00	42.21	-39.05	0	0.68	0.01	-0.02	0.72	0.02	-0.03	0				
Kepler-55 f	Kepler-55	4500.00	90.00	-90.00	0	0.65	0.04	-0.02	0.71	0.03	-0.04	0				
Kepler-55 f	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 f	Kepler-55	4503.00	90.00	-90.00	0	0.68	0.03	-0.03								
Kepler-55 f	Kepler-55	4398.00	122.00	-122.00	0	0.72			0.69			0				
Kepler-55 f	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-55 f	Kepler-55	4505.00	136.00	-126.00	0	0.66	0.05	-0.06	0.65	0.07	-0.05	0				
Kepler-550 b	Kepler-550	5246.00	174.00	-137.00	0	0.81	0.28	-0.09	0.75	0.15	-0.05	0				
Kepler-550 b	Kepler-550	5256.00	73.00	-73.00	0	0.82	0.48	-0.48	0.78	0.07	-0.07	0				
Kepler-550 b	Kepler-550	5246.00	174.00	-137.00	0	0.81	0.28	-0.09	0.75	0.15	-0.05	0				
Kepler-550 b	Kepler-550	5322.00	98.03	-122.84	0	0.83	0.06	-0.05	0.87	0.04	-0.05	0				
Kepler-550 b	Kepler-550	5105.00	122.00	-122.00	0	0.82			0.86			0				
Kepler-550 b	Kepler-550	5105.00	122.00	-122.00	0	0.82			0.86			0				
Kepler-550 b	Kepler-550	5105.00	122.00	-122.00	0	0.82			0.86			0				
Kepler-550 b	Kepler-550	5246.00	174.00	-137.00	0	0.81	0.28	-0.09	0.75	0.15	-0.05	0				
Kepler-550 b	Kepler-550	5246.00	158.00	-142.00	0	0.81	0.10	-0.09	0.75	0.11	-0.05	0				
Kepler-550 b	Kepler-550	5248.00	184.00	-184.00	0	0.80	0.06	-0.05								
Kepler-551 b	Kepler-551	4200.00	84.00	-84.00	0	0.61	0.03	-0.03	0.62	0.03	-0.03	0				
Kepler-551 b	Kepler-551	4202.00	122.00	-122.00	0	0.67			0.66			0				
Kepler-551 b	Kepler-551	4202.00	122.00	-122.00	0	0.67			0.66			0				
Kepler-551 b	Kepler-551	3797.00	98.00	-58.00	0	0.48	0.06	-0.06	0.51	0.06	-0.06	0				
Kepler-551 b	Kepler-551	4282.00	62.00	-62.00	0	0.56	0.01	-0.01	0.59	0.01	-0.01	0				
