# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul 12 02:33:05 2022
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_rotp:        Stellar Rotational Period [days]
#
pl_name,hostname,st_teff,st_rad,st_mass,st_rotp
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,0.38,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,0.38,
OGLE-2015-BLG-0966L b,OGLE-2015-BLG-0966L,,,0.38,
OGLE-2015-BLG-1649L b,OGLE-2015-BLG-1649L,,,0.34,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,0.55,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,,
OGLE-2015-BLG-1670L b,OGLE-2015-BLG-1670L,,,,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.06,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.09,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.08,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.05,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.09,
OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,,,0.08,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,,0.13,
OGLE-2016-BLG-0263L b,OGLE-2016-BLG-0263L,,,0.13,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.81,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.80,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.72,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.65,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.63,
OGLE-2016-BLG-0613L AB b,OGLE-2016-BLG-0613L AB,,,0.66,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,0.31,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,0.30,
OGLE-2016-BLG-1067L b,OGLE-2016-BLG-1067L,,,0.28,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,,,0.88,
OGLE-2016-BLG-1190L b,OGLE-2016-BLG-1190L,,,0.89,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.37,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.37,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1195L b,OGLE-2016-BLG-1195L,,,0.08,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,,,0.10,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,,,0.68,
OGLE-2016-BLG-1227L b,OGLE-2016-BLG-1227L,,,,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,,0.40,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,,0.36,
OGLE-2017-BLG-0173L b,OGLE-2017-BLG-0173L,,,0.40,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,,,0.28,
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,,,0.25,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,,,
OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,,0.56,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,,0.20,
OGLE-2017-BLG-0482L b,OGLE-2017-BLG-0482L,,,0.20,
OGLE-2017-BLG-0604L b,OGLE-2017-BLG-0604L,,,0.70,
OGLE-2017-BLG-1049L b,OGLE-2017-BLG-1049L,,,0.55,
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,,,0.45,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,,,0.21,
OGLE-2017-BLG-1140L b,OGLE-2017-BLG-1140L,,,0.21,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,0.81,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,0.85,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,0.85,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,0.77,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,,
OGLE-2017-BLG-1375L b,OGLE-2017-BLG-1375L,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,0.23,
OGLE-2017-BLG-1434L b,OGLE-2017-BLG-1434L,,,0.23,
OGLE-2017-BLG-1522L b,OGLE-2017-BLG-1522L,,,0.04,
OGLE-2018-BLG-0383L b,OGLE-2018-BLG-0383L,,,0.10,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,,0.20,
OGLE-2018-BLG-0532L b,OGLE-2018-BLG-0532L,,,0.20,
OGLE-2018-BLG-0567L b,OGLE-2018-BLG-0567L,,,0.25,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,,0.23,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,,0.23,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,,0.15,
OGLE-2018-BLG-0596L b,OGLE-2018-BLG-0596L,,,0.20,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,,,0.12,
OGLE-2018-BLG-0677L b,OGLE-2018-BLG-0677L,,,0.12,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,1.00,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,0.83,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,0.47,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,1.00,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,0.83,
OGLE-2018-BLG-0740L b,OGLE-2018-BLG-0740L,5912.00,,0.47,
OGLE-2018-BLG-0962L b,OGLE-2018-BLG-0962L,,,0.54,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L b,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,,,0.18,
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,,0.09,
OGLE-2018-BLG-1185L b,OGLE-2018-BLG-1185L,,,0.37,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,1.13,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,1.18,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,,
OGLE-2018-BLG-1269L b,OGLE-2018-BLG-1269L,,,1.11,
OGLE-2018-BLG-1428L b,OGLE-2018-BLG-1428L,,,0.43,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,,,0.42,
OGLE-2018-BLG-1700L b,OGLE-2018-BLG-1700L,,,0.42,
OGLE-2019-BLG-0299L b,OGLE-2019-BLG-0299L,,,0.59,
OGLE-2019-BLG-0304L b,OGLE-2019-BLG-0304L,,,0.27,
OGLE-2019-BLG-0954L b,OGLE-2019-BLG-0954L,,,0.80,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,,0.48,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,,0.43,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,,0.50,
OGLE-2019-BLG-0960L b,OGLE-2019-BLG-0960L,,,0.42,
OGLE-TR-10 b,OGLE-TR-10,6220.00,1.21,1.22,
OGLE-TR-10 b,OGLE-TR-10,5950.00,1.17,1.14,
OGLE-TR-10 b,OGLE-TR-10,6075.00,1.14,1.17,
OGLE-TR-10 b,OGLE-TR-10,5800.00,1.09,1.02,
OGLE-TR-10 b,OGLE-TR-10,5950.00,1.17,1.14,
OGLE-TR-10 b,OGLE-TR-10,5750.00,1.00,1.00,
OGLE-TR-10 b,OGLE-TR-10,6075.00,1.52,1.28,
OGLE-TR-10 b,OGLE-TR-10,5960.00,1.14,1.10,
OGLE-TR-111 b,OGLE-TR-111,,0.83,0.81,
OGLE-TR-111 b,OGLE-TR-111,5044.00,0.84,0.83,
OGLE-TR-111 b,OGLE-TR-111,4800.00,0.98,0.78,
OGLE-TR-111 b,OGLE-TR-111,5070.00,0.85,0.82,
OGLE-TR-111 b,OGLE-TR-111,5040.00,0.83,0.85,
OGLE-TR-111 b,OGLE-TR-111,,0.81,,
OGLE-TR-111 b,OGLE-TR-111,,0.83,,
OGLE-TR-111 b,OGLE-TR-111,,0.83,0.82,
OGLE-TR-111 b,OGLE-TR-111,5044.00,0.83,0.81,
OGLE-TR-111 b,OGLE-TR-111,4800.00,0.98,0.78,
OGLE-TR-111 b,OGLE-TR-111,5040.00,0.83,0.85,
OGLE-TR-111 b,OGLE-TR-111,5044.00,0.82,0.85,
OGLE-TR-113 b,OGLE-TR-113,4790.00,0.77,0.76,
OGLE-TR-113 b,OGLE-TR-113,4588.00,0.82,0.73,
OGLE-TR-113 b,OGLE-TR-113,4804.00,0.78,0.77,
OGLE-TR-113 b,OGLE-TR-113,4750.00,,,
OGLE-TR-113 b,OGLE-TR-113,4588.00,0.82,0.73,
OGLE-TR-113 b,OGLE-TR-113,4752.00,0.77,0.77,
OGLE-TR-113 b,OGLE-TR-113,4800.00,0.78,0.79,
OGLE-TR-113 b,OGLE-TR-113,4750.00,0.77,0.78,
OGLE-TR-113 b,OGLE-TR-113,4790.00,0.77,0.78,
OGLE-TR-113 b,OGLE-TR-113,4790.00,0.77,0.78,
OGLE-TR-132 b,OGLE-TR-132,6411.00,1.41,1.34,
OGLE-TR-132 b,OGLE-TR-132,6210.00,1.34,1.26,
OGLE-TR-132 b,OGLE-TR-132,6210.00,1.37,1.30,
OGLE-TR-132 b,OGLE-TR-132,6210.00,1.34,1.29,
OGLE-TR-132 b,OGLE-TR-132,6210.00,1.32,1.30,
OGLE-TR-132 b,OGLE-TR-132,6411.00,1.43,1.35,
OGLE-TR-132 b,OGLE-TR-132,6210.00,1.32,1.30,
OGLE-TR-182 b,OGLE-TR-182,5924.00,1.53,1.19,
OGLE-TR-182 b,OGLE-TR-182,5924.00,1.14,1.14,
OGLE-TR-182 b,OGLE-TR-182,5924.00,1.53,1.19,
OGLE-TR-211 b,OGLE-TR-211,6325.00,1.64,1.33,
OGLE-TR-211 b,OGLE-TR-211,6325.00,1.56,1.31,
OGLE-TR-211 b,OGLE-TR-211,6325.00,1.56,1.31,
OGLE-TR-56 b,OGLE-TR-56,5970.00,1.12,1.10,
OGLE-TR-56 b,OGLE-TR-56,6119.00,1.15,1.17,
OGLE-TR-56 b,OGLE-TR-56,,1.36,1.23,
OGLE-TR-56 b,OGLE-TR-56,6119.00,1.26,1.23,
OGLE-TR-56 b,OGLE-TR-56,6050.00,1.36,1.23,
OGLE-TR-56 b,OGLE-TR-56,5900.00,1.10,1.04,
OGLE-TR-56 b,OGLE-TR-56,6050.00,,,
OGLE-TR-56 b,OGLE-TR-56,6119.00,1.32,1.17,
OGLE-TR-56 b,OGLE-TR-56,6119.00,1.74,1.34,
OGLE2-TR-L9 b,OGLE2-TR-L9,6933.00,1.50,1.42,
OGLE2-TR-L9 b,OGLE2-TR-L9,6933.00,1.53,1.52,
OGLE2-TR-L9 b,OGLE2-TR-L9,6933.00,1.50,1.43,
Oph 11 b,Oph 11,2375.00,,0.02,
Oph 11 b,Oph 11,,,0.05,
PDS 70 b,PDS 70,3972.00,1.26,0.76,
PDS 70 b,PDS 70,,,,
PDS 70 b,PDS 70,3972.00,1.26,0.76,
PDS 70 b,PDS 70,3972.00,,,
PDS 70 c,PDS 70,,,,
PDS 70 c,PDS 70,3972.00,,,
PH1 b,PH1,6407.00,1.73,1.53,
PH2 b,PH2,5823.00,0.93,1.05,
PH2 b,PH2,6007.00,1.12,1.01,
PH2 b,PH2,5725.00,0.91,0.97,
PH2 b,PH2,5629.00,1.00,0.94,
PH2 b,PH2,6007.00,1.12,1.01,
PH2 b,PH2,5823.00,0.93,1.05,
PH2 b,PH2,5629.00,1.00,0.94,
PH2 b,PH2,6007.00,1.12,1.01,
PH2 b,PH2,5676.00,0.95,,
PH2 b,PH2,5823.00,0.93,1.05,
PH2 b,PH2,5779.00,0.94,1.00,
PH2 b,PH2,5823.00,0.93,1.05,
POTS-1 b,POTS-1,4400.00,0.59,0.69,
PSR B0329+54 b,PSR B0329+54,,,1.44,
PSR B1257+12 b,PSR B1257+12,,,1.40,
PSR B1257+12 b,PSR B1257+12,,,,
PSR B1257+12 c,PSR B1257+12,,,,
PSR B1257+12 c,PSR B1257+12,,,,
PSR B1257+12 c,PSR B1257+12,,,1.40,
PSR B1257+12 d,PSR B1257+12,,,,
PSR B1257+12 d,PSR B1257+12,,,,
PSR B1257+12 d,PSR B1257+12,,,1.40,
PSR B1620-26 b,PSR B1620-26,,,1.35,
PSR J1719-1438 b,PSR J1719-1438,4500.00,,1.40,
PSR J2322-2650 b,PSR J2322-2650,,,1.40,
Pr0201 b,Pr0201,6174.00,1.15,1.24,
Pr0201 b,Pr0201,6174.00,1.17,1.23,
Pr0211 b,Pr0211,5326.00,0.87,0.95,
Pr0211 b,Pr0211,5300.00,0.83,0.94,
Pr0211 c,Pr0211,5300.00,0.83,0.94,
Proxima Cen b,Proxima Cen,3050.00,0.14,0.12,83.00
Proxima Cen b,Proxima Cen,,0.15,,
Qatar-1 b,Qatar-1,4910.00,0.80,0.85,
Qatar-1 b,Qatar-1,4910.00,0.80,0.85,23.70
Qatar-1 b,Qatar-1,5013.00,0.80,0.84,
Qatar-1 b,Qatar-1,4910.00,0.77,0.80,
Qatar-1 b,Qatar-1,4861.00,0.82,0.85,
Qatar-1 b,Qatar-1,,0.78,0.80,
Qatar-1 b,Qatar-1,4861.00,0.82,0.85,
Qatar-1 b,Qatar-1,4910.00,0.80,,
Qatar-1 b,Qatar-1,4910.00,,,30.00
Qatar-1 b,Qatar-1,4910.00,0.80,0.82,
Qatar-1 b,Qatar-1,5013.00,0.80,0.84,
Qatar-10 b,Qatar-10,6124.00,1.25,1.16,
Qatar-10 b,Qatar-10,6124.00,1.25,1.16,
Qatar-2 b,Qatar-2,4645.00,0.71,0.74,18.50
Qatar-2 b,Qatar-2,4645.00,0.78,0.74,
Qatar-2 b,Qatar-2,4645.00,0.71,0.74,
Qatar-2 b,Qatar-2,4459.00,0.76,0.70,
Qatar-2 b,Qatar-2,4645.00,0.78,0.74,
Qatar-2 b,Qatar-2,4459.00,0.76,0.70,
Qatar-2 b,Qatar-2,4645.00,0.71,0.74,
Qatar-2 b,Qatar-2,,0.70,0.73,18.00
Qatar-2 b,Qatar-2,,0.66,,
Qatar-2 b,Qatar-2,,0.66,,
Qatar-3 b,Qatar-3,6007.00,1.27,1.15,6.31
Qatar-3 b,Qatar-3,6207.39,1.73,1.19,
Qatar-4 b,Qatar-4,5090.00,0.82,0.85,
Qatar-4 b,Qatar-4,5215.00,0.85,0.90,6.05
Qatar-4 b,Qatar-4,5215.00,0.85,0.90,6.05
Qatar-5 b,Qatar-5,5583.00,1.11,0.99,
Qatar-5 b,Qatar-5,5747.00,1.08,1.13,12.10
Qatar-5 b,Qatar-5,5747.00,1.08,1.13,12.10
Qatar-6 b,Qatar-6,5052.00,0.72,0.82,12.75
Qatar-7 b,Qatar-7,6387.00,1.56,1.41,5.90
Qatar-8 b,Qatar-8,5738.00,1.31,1.03,
Qatar-8 b,Qatar-8,5783.00,1.32,1.04,
Qatar-9 b,Qatar-9,4309.00,0.70,0.72,
ROXs 12 b,ROXs 12,3850.00,,0.87,
ROXs 12 b,ROXs 12,3547.00,1.07,0.48,
ROXs 42 B b,ROXs 42 B,3433.00,1.34,,
ROXs 42 B b,ROXs 42 B,,,1.00,
ROXs 42 B b,ROXs 42 B,,,1.00,
RR Cae b,RR Cae,,,0.44,
Ross 128 b,Ross 128,3192.00,0.20,0.17,123.00
Ross 458 c,Ross 458,3646.00,0.56,0.56,
Ross 458 c,Ross 458,3646.00,0.56,0.56,
Ross 508 b,Ross 508,3071.00,0.21,0.18,
SR 12 AB c,SR 12 AB,,,,
SWEEPS-11 b,SWEEPS-11,,1.45,1.10,
SWEEPS-4 b,SWEEPS-4,,1.18,1.24,
TAP 26 b,TAP 26,4620.00,1.17,1.04,0.71
TCP J05074264+2447555 b,TCP J05074264+2447555,,,0.25,
TCP J05074264+2447555 b,TCP J05074264+2447555,,,0.49,
TCP J05074264+2447555 b,TCP J05074264+2447555,,,0.59,
TCP J05074264+2447555 b,TCP J05074264+2447555,,,0.25,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 172900988 b,TIC 172900988 Aa,6050.00,1.38,1.24,
TIC 237913194 b,TIC 237913194,5788.00,1.09,1.03,
TIC 237913194 b,TIC 237913194,5713.00,1.13,,
TIC 257060897 b,TIC 257060897,5988.00,1.89,,
TIC 257060897 b,TIC 257060897,,1.82,1.32,92.00
TOI-1062 b,TOI-1062,5328.00,0.84,0.94,21.80
TOI-1062 b,TOI-1062,5394.00,0.89,,
TOI-1062 c,TOI-1062,5328.00,0.84,0.94,21.80
TOI-1064 b,TOI-1064,4734.00,0.73,0.75,
TOI-1064 b,TOI-1064,4803.00,0.74,,
TOI-1064 c,TOI-1064,4803.00,0.74,,
TOI-1064 c,TOI-1064,4734.00,0.73,0.75,
TOI-1075 b,TOI-1075,3921.00,0.58,0.60,
TOI-1107 b,TOI-1107,6311.00,1.81,1.35,6.20
TOI-1130 b,TOI-1130,4250.00,0.69,0.68,
TOI-1130 b,TOI-1130,4236.00,0.69,,
TOI-1130 c,TOI-1130,4250.00,0.69,0.68,
TOI-1130 c,TOI-1130,4236.00,0.74,,
TOI-1181 b,TOI-1181,5990.00,1.75,1.19,8.70
TOI-1201 b,TOI-1201,3476.00,0.51,0.51,21.00
TOI-1201 b,TOI-1201,3948.00,0.48,,
TOI-122 b,TOI-122,3403.00,0.33,0.31,72.00
TOI-122 b,TOI-122,3403.00,0.33,0.31,72.00
TOI-122 b,TOI-122,3318.00,0.33,,
TOI-1227 b,TOI-1227,3072.00,0.56,0.17,1.65
TOI-1231 b,TOI-1231,3553.00,0.48,0.48,
TOI-1231 b,TOI-1231,3535.00,0.47,,
TOI-1235 b,TOI-1235,3912.00,0.63,,
TOI-1235 b,TOI-1235,3872.00,0.63,0.64,44.70
TOI-1235 b,TOI-1235,3997.00,0.62,0.63,
TOI-1235 b,TOI-1235,3872.00,0.63,0.64,44.70
TOI-1246 b,TOI-1246,5151.00,0.86,0.87,38.00
TOI-1246 c,TOI-1246,5151.00,0.86,0.87,38.00
TOI-1246 d,TOI-1246,5151.00,0.86,0.87,38.00
TOI-1246 e,TOI-1246,5151.00,0.86,0.87,38.00
TOI-125 b,TOI-125,5154.00,0.85,,
TOI-125 b,TOI-125,5320.00,0.85,0.86,
TOI-125 b,TOI-125,5282.00,0.85,0.87,
TOI-125 c,TOI-125,5320.00,0.85,0.86,
TOI-125 c,TOI-125,5282.00,0.85,0.87,
TOI-125 c,TOI-125,5154.00,0.85,,
TOI-125 d,TOI-125,5154.00,0.90,,
TOI-125 d,TOI-125,5320.00,0.85,0.86,
TOI-1259 A b,TOI-1259 A,4699.00,0.77,,
TOI-1259 A b,TOI-1259 A,4775.00,0.71,0.74,
TOI-1260 b,TOI-1260,4225.00,0.69,,
TOI-1260 b,TOI-1260,4227.00,0.65,0.66,
TOI-1260 c,TOI-1260,4227.00,0.65,0.66,
TOI-1260 c,TOI-1260,4225.00,0.69,,
TOI-1266 b,TOI-1266,3600.00,0.42,0.45,
TOI-1266 b,TOI-1266,3573.00,0.42,0.44,
TOI-1266 b,TOI-1266,3618.00,0.44,,
TOI-1266 c,TOI-1266,3600.00,0.42,0.45,
TOI-1266 c,TOI-1266,3573.00,0.42,0.44,
TOI-1266 c,TOI-1266,3618.00,0.44,,
TOI-1268 b,TOI-1268,5257.00,0.86,0.90,10.84
TOI-1268 b,TOI-1268,5257.00,0.86,0.90,10.84
TOI-1268 b,TOI-1268,5257.00,0.86,0.90,10.84
TOI-1268 b,TOI-1268,5300.00,0.92,0.96,10.90
TOI-1278 b,TOI-1278,3841.00,0.55,,
TOI-1278 b,TOI-1278,3799.00,0.57,0.54,
TOI-1296 b,TOI-1296,5603.00,1.66,1.17,
TOI-1296 b,TOI-1296,5494.00,1.75,,
TOI-1298 b,TOI-1298,5889.00,1.41,1.44,
TOI-1298 b,TOI-1298,5731.00,1.49,,
TOI-132 b,TOI-132,5397.00,0.90,0.97,
TOI-132 b,TOI-132,5397.00,0.90,0.97,
TOI-132 b,TOI-132,5673.00,0.94,,
TOI-1333 b,TOI-1333,6696.00,1.80,,
TOI-1333 b,TOI-1333,6274.00,1.93,1.46,5.30
TOI-1338 b,TOI-1338,6050.00,1.33,1.13,19.00
TOI-1338 b,TOI-1338,5723.20,3.09,,
TOI-1411 b,TOI-1411,4266.00,0.66,0.59,
TOI-1431 b,TOI-1431,7690.00,1.92,1.90,
TOI-1431 b,TOI-1431,7400.00,1.94,,
TOI-1442 b,TOI-1442,3330.00,0.31,0.29,
TOI-1444 b,TOI-1444,5430.00,0.91,0.93,
TOI-1444 b,TOI-1444,5466.00,0.92,,
TOI-1444 c,TOI-1444,5430.00,0.91,0.93,
TOI-1478 b,TOI-1478,5597.00,1.05,0.95,
TOI-1478 b,TOI-1478,5623.00,1.04,,
TOI-150.01,TOI-150,5982.90,1.68,,
TOI-150.01,TOI-150,6255.00,1.53,1.35,
TOI-150.01,TOI-150,6003.00,1.55,1.25,
TOI-1516 b,TOI-1516,6520.00,1.14,1.14,
TOI-1518 b,TOI-1518,7300.00,1.95,1.79,
TOI-1518 b,TOI-1518,9918.00,1.82,,
TOI-157 b,TOI-157,5404.00,1.17,0.95,
TOI-157 b,TOI-157,5404.00,1.17,0.95,
TOI-157 b,TOI-157,5638.00,1.11,,
TOI-1601 b,TOI-1601,5917.00,2.22,,
TOI-1601 b,TOI-1601,5948.00,2.19,1.52,
TOI-163 b,TOI-163,6495.00,1.65,1.44,
TOI-163 b,TOI-163,6671.00,1.66,,
TOI-1634 b,TOI-1634,3550.00,0.45,0.50,77.00
TOI-1634 b,TOI-1634,3472.00,0.45,0.45,
TOI-1634 b,TOI-1634,3455.00,0.47,,
TOI-1670 b,TOI-1670,6170.00,1.32,1.21,
TOI-1670 c,TOI-1670,6170.00,1.32,1.21,
TOI-1685 b,TOI-1685,3461.00,0.46,0.46,
TOI-1685 b,TOI-1685,3457.00,0.46,,
TOI-1685 b,TOI-1685,3434.00,0.49,0.49,18.66
TOI-169 b,TOI-169,5880.00,1.29,1.15,
TOI-169 b,TOI-169,5880.00,1.29,1.15,
TOI-1693 b,TOI-1693,3499.00,0.46,0.49,
TOI-1696 b,TOI-1696,3168.00,0.29,0.27,
TOI-1696 b,TOI-1696,3185.00,0.28,0.26,
TOI-1710 b,TOI-1710,5665.00,0.97,0.98,22.50
TOI-172 b,TOI-172,5801.80,1.79,,
TOI-172 b,TOI-172,5645.00,1.78,1.13,
TOI-1728 b,TOI-1728,3980.00,0.62,0.65,
TOI-1728 b,TOI-1728,3907.00,0.63,,
TOI-1728 b,TOI-1728,3980.00,0.62,0.65,
TOI-1749 b,TOI-1749,3985.00,0.55,0.58,
TOI-1749 c,TOI-1749,3985.00,0.55,0.58,
TOI-1749 c,TOI-1749,3959.00,0.56,,
TOI-1749 d,TOI-1749,3985.00,0.55,0.58,
TOI-1749 d,TOI-1749,3959.00,0.56,,
TOI-1759 b,TOI-1759,4065.00,0.60,0.61,
TOI-1759 b,TOI-1759,3972.00,0.63,0.61,35.65
TOI-178 b,TOI-178,4316.00,0.65,0.65,
TOI-178 c,TOI-178,4316.00,0.65,0.65,
TOI-178 d,TOI-178,4316.00,0.65,0.65,
TOI-178 d,TOI-178,4111.00,0.66,,
TOI-178 e,TOI-178,4316.00,0.65,0.65,
TOI-178 e,TOI-178,4111.00,0.70,,
TOI-178 f,TOI-178,4316.00,0.65,0.65,
TOI-178 g,TOI-178,4111.00,0.70,,
TOI-178 g,TOI-178,4316.00,0.65,0.65,
TOI-1789 b,TOI-1789,5991.00,2.17,1.51,15.70
TOI-1789 b,TOI-1789,5971.40,2.26,,
TOI-1807 b,TOI-1807,4612.99,0.74,,
TOI-1807 b,TOI-1807,4730.00,0.69,0.76,8.80
TOI-1807 b,TOI-1807,4757.00,0.68,0.75,
TOI-1842 b,TOI-1842,6115.00,2.05,,
TOI-1842 b,TOI-1842,6230.00,2.02,1.46,13.40
TOI-1860 b,TOI-1860,5752.00,0.94,0.99,4.43
TOI-1899 b,TOI-1899,3854.00,0.62,,
TOI-1899 b,TOI-1899,3841.00,0.61,0.63,
TOI-201 b,TOI-201,6394.00,1.32,1.32,
TOI-201 b,TOI-201,6461.80,1.33,,
TOI-2046 b,TOI-2046,6250.00,1.21,1.13,3.97
TOI-206 b,TOI-206,3383.00,0.35,0.35,
TOI-2076 b,TOI-2076,5149.60,0.77,,
TOI-2076 b,TOI-2076,5200.00,0.77,0.82,6.84
TOI-2076 b,TOI-2076,5187.00,0.76,0.85,
TOI-2076 c,TOI-2076,5187.00,0.76,0.85,
TOI-2076 c,TOI-2076,5200.00,0.77,0.82,6.84
TOI-2076 d,TOI-2076,5200.00,0.77,0.82,6.84
TOI-2076 d,TOI-2076,5187.00,0.76,0.85,
TOI-2081 b,TOI-2081,3800.00,0.53,0.54,
TOI-2109 b,TOI-2109,6647.00,1.70,,
TOI-2109 b,TOI-2109,6540.00,1.70,1.45,
TOI-2136 b,TOI-2136,3366.00,0.34,0.34,
TOI-216.01,TOI-216,5026.00,0.84,0.87,
TOI-216.01,TOI-216,,0.75,0.77,
TOI-216.01,TOI-216,5025.77,0.80,,
TOI-216.02,TOI-216,5025.77,0.80,,
TOI-216.02,TOI-216,5026.00,0.84,0.87,
TOI-216.02,TOI-216,,0.75,0.77,
TOI-2180 b,TOI-2180,5695.00,1.64,1.11,
TOI-2180 b,TOI-2180,5739.00,1.63,,
